r,Phi,phi
4.491121160234311e-09,2.302368228559679,-1.6461788952089051
4.538944737771767e-09,2.302368214646869,-1.6479789027415184
4.63459189284668e-09,2.302368188102205,-1.6514131907098013
4.730239047921592e-09,2.3023681631514323,-1.6546412646072932
4.825886202996505e-09,2.302368139669451,-1.6576793096310878
4.921533358071419e-09,2.302368117543198,-1.6605419536681227
5.017180513146331e-09,2.3023680966702824,-1.663242443704898
5.112827668221243e-09,2.302368076957802,-1.6657927993558654
5.208474823296157e-09,2.3023680583213038,-1.6682039468405054
5.304121978371069e-09,2.3023680406838816,-1.670485836203651
5.399769133445981e-09,2.3023680239753785,-1.6726475441321498
5.495416288520894e-09,2.3023680081316895,-1.6746973643556398
5.591063443595806e-09,2.3023679930941463,-1.6766428873158339
5.686710598670719e-09,2.3023679788089715,-1.6784910705359324
5.782357753745632e-09,2.3023679652267997,-1.6802483009104519
5.878004908820544e-09,2.302367952302247,-1.6819204499585343
5.9736520638954566e-09,2.3023679399935353,-1.6835129229347163
6.069299218970369e-09,2.302367928262151,-1.685030702565369
6.164946374045281e-09,2.302367917072546,-1.6864783880725902
6.260593529120194e-09,2.302367906391866,-1.6878602300570555
6.356240684195107e-09,2.3023678961897094,-1.6891801617345201
6.45188783927002e-09,2.3023678864379122,-1.6904418269551662
6.5475349943449326e-09,2.3023678771103517,-1.6916486053789768
6.643182149419845e-09,2.3023678681827726,-1.6928036351323184
6.738829304494758e-09,2.3023678596326285,-1.6939098332296756
6.834476459569671e-09,2.302367851438939,-1.6949699140089687
6.930123614644584e-09,2.3023678435821626,-1.6959864057982454
7.025770769719496e-09,2.302367836044078,-1.696961666005042
7.1214179247944086e-09,2.3023678288076783,-1.697897894796731
7.217065079869321e-09,2.3023678218570782,-1.6987971475202504
7.312712234944234e-09,2.3023678151774236,-1.699661345992237
7.408359390019147e-09,2.302367808754812,-1.7004922887754783
7.50400654509406e-09,2.3023678025762226,-1.7012916605443753
7.599653700168972e-09,2.302367796629448,-1.7020610406305579
7.695300855243885e-09,2.3023677909030353,-1.7028019108296586
7.790948010318797e-09,2.302367785386229,-1.7035156625413583
7.88659516539371e-09,2.3023677800689244,-1.7042036033069963
7.982242320468622e-09,2.3023677749416156,-1.7048669628021387
8.077889475543534e-09,2.3023677699953575,-1.7055068983354313
8.173536630618447e-09,2.302367765221726,-1.7061244998996783
8.269183785693359e-09,2.3023677606127797,-1.7067207948163394
8.364830940768271e-09,2.30236775616103,-1.707296752010424
8.460478095843185e-09,2.3023677518594083,-1.707853285949017
8.5561252509181e-09,2.30236774770124,-1.708391260273348
8.651772405993012e-09,2.3023677436802163,-1.7089114911513565
8.747419561067924e-09,2.3023677397903715,-1.709414750375067
8.843066716142837e-09,2.3023677360260613,-1.7099017682247342
8.938713871217749e-09,2.302367732381941,-1.710373236119616
9.034361026292661e-09,2.302367728852949,-1.7108298090733478
9.130008181367574e-09,2.3023677254342854,-1.711272107970211
9.225655336442488e-09,2.3023677221213985,-1.7117007216770683
9.416949646592313e-09,2.302367715795898,-1.712519100461878
9.608243956742137e-09,2.302367709844434,-1.7132890872314608
9.799538266891962e-09,2.302367704238088,-1.7140144234477435
9.990832577041787e-09,2.302367698950683,-1.714698495847852
1.0182126887191613e-08,2.3023676939584767,-1.7153443760493385
1.0373421197341438e-08,2.3023676892398974,-1.7159548550908588
1.0564715507491263e-08,2.3023676847753065,-1.7165324736351546
1.075600981764109e-08,2.3023676805467974,-1.7170795484459098
1.0947304127790916e-08,2.3023676765380143,-1.7175981956547286
1.113859843794074e-08,2.302367672733993,-1.7180903512553891
1.1329892748090565e-08,2.3023676691210215,-1.718557789196675
1.1473363480702933e-08,2.3023676665290616,-1.718893131068893
1.1616834213315302e-08,2.3023676640325412,-1.7192161251646605
1.1760304945927672e-08,2.302367661626832,-1.7195273703437446
1.1903775678540041e-08,2.302367659307582,-1.7198274295958416
1.204724641115241e-08,2.3023676570706977,-1.72011683258825
1.219071714376478e-08,2.302367654912324,-1.7203960780049103
1.233418787637715e-08,2.30236765282883,-1.7206656356961088
1.2477658608989517e-08,2.3023676508167914,-1.7209259486561637
1.2621129341601885e-08,2.3023676488729774,-1.7211774348446436
1.2764600074214254e-08,2.3023676469943384,-1.7214204888651097
1.2908070806826624e-08,2.3023676451779926,-1.7216554835139786
1.3051541539438993e-08,2.3023676434212166,-1.7218827712108637
1.3195012272051363e-08,2.302367641721433,-1.7221026853206485
1.3338483004663732e-08,2.3023676400762034,-1.7223155413765567
1.3481953737276102e-08,2.3023676384832177,-1.7225216382126038
1.362542446988847e-08,2.3023676369402875,-1.7227212590130216
1.3912365935113206e-08,2.3023676339963974,-1.7231021327317853
1.4199307400337945e-08,2.3023676312291697,-1.7234601503320799
1.4486248865562682e-08,2.3023676286247463,-1.7237971046772136
1.477319033078742e-08,2.3023676261706023,-1.7241146162237593
1.506013179601216e-08,2.3023676238553943,-1.7244141525404963
1.5347073261236897e-08,2.3023676216688296,-1.7246970452970407
1.5634014726461636e-08,2.302367619601551,-1.7249645050902078
1.592095619168637e-08,2.3023676176450367,-1.7252176344170065
1.6207897656911107e-08,2.302367615791513,-1.725457439054391
1.6494839122135846e-08,2.3023676140338765,-1.7256848380655299
1.6781780587360585e-08,2.302367612365625,-1.7259006726188326
1.7068722052585324e-08,2.302367610780799,-1.726105713778036
1.7355663517810062e-08,2.302367609273927,-1.726300669398297
1.76426049830348e-08,2.30236760783998,-1.7264861902436517
1.792954644825954e-08,2.3023676064743257,-1.7266628754247146
1.8216487913484276e-08,2.3023676051726967,-1.726831277241594
1.850342937870901e-08,2.3023676039311516,-1.7269919055052296
1.879037084393375e-08,2.302367602746049,-1.7271452314003775
1.907731230915849e-08,2.302367601614018,-1.7272916909449725
1.9364253774383228e-08,2.3023676005319373,-1.7274316880933545
1.9651195239607966e-08,2.30236759949691,-1.7275655975246553
1.9938136704832705e-08,2.302367598506248,-1.7276937671523251
2.0225078170057444e-08,2.3023675975574505,-1.7278165203862248
2.051201963528218e-08,2.302367596648192,-1.7279341581747747
2.0798961100506915e-08,2.3023675957763055,-1.7280469608512694
2.1085902565731654e-08,2.3023675949397706,-1.7281551898055254
2.1372844030956393e-08,2.302367594136702,-1.7282590889994982
2.1659785496181128e-08,2.3023675933653376,-1.7283588863432924
2.1946726961405864e-08,2.3023675926240306,-1.7284547949460694
2.2233668426630603e-08,2.3023675919112394,-1.7285470142546868
2.252060989185534e-08,2.30236759122552,-1.7286357310914375
2.280755135708008e-08,2.302367590565518,-1.7287211206009787
2.309449282230482e-08,2.3023675899299643,-1.7288033471154227
2.3381434287529558e-08,2.302367589317665,-1.728882564945571
2.3668375752754297e-08,2.3023675887275004,-1.728958919105414
2.3955317217979036e-08,2.302367588158416,-1.7290325459762492
2.4242258683203774e-08,2.302367587609419,-1.7291035739161056
2.4529200148428513e-08,2.302367587079576,-1.7291721238195568
2.4816141613653252e-08,2.3023675865680056,-1.72923830963249
2.5103083078877988e-08,2.3023675860738773,-1.7293022388259236
2.5390024544102723e-08,2.3023675855964068,-1.7293640128325556
2.5676966009327462e-08,2.302367585134854,-1.7294237274493551
2.59639074745522e-08,2.3023675846885197,-1.7294814732091828
2.6250848939776936e-08,2.302367584256741,-1.7295373357241328
2.6537790405001672e-08,2.3023675838388926,-1.7295913960030325
2.682473187022641e-08,2.3023675834343815,-1.7296437307452932
2.711167333545115e-08,2.3023675830426455,-1.7296944126131084
2.7398614800675888e-08,2.302367582663153,-1.729743510483804
2.7972497731125366e-08,2.302367581938904,-1.7298372121989452
2.854638066157484e-08,2.302367581257894,-1.7299253197110271
2.9120263592024315e-08,2.3023675806167487,-1.730008269632303
2.969414652247379e-08,2.302367580012416,-1.730086456796024
3.026802945292327e-08,2.302367579442131,-1.730160238963565
3.084191238337275e-08,2.3023675789033833,-1.7302299409242428
3.141579531382222e-08,2.3023675783938895,-1.730295858075749
3.1989678244271696e-08,2.302367577911569,-1.7303582595590632
3.2563561174721174e-08,2.302367577454524,-1.7304173910100882
3.3137444105170645e-08,2.3023675770210184,-1.730473476980645
3.371132703562012e-08,2.302367576609463,-1.7305267230734644
3.42852099660696e-08,2.302367576218401,-1.7305773178291481
3.485909289651907e-08,2.302367575846493,-1.7306254343974905
3.543297582696855e-08,2.302367575492509,-1.7306712320208735
3.586338802480566e-08,2.3023675752380983,-1.7307041470925644
3.6293800222642765e-08,2.3023675749926853,-1.7307358980914962
3.672421242047987e-08,2.3023675747558503,-1.7307665392688831
3.7154624618316975e-08,2.302367574527198,-1.7307961217519237
3.7585036816154084e-08,2.3023675743063565,-1.7308246937572132
3.8015449013991185e-08,2.302367574092973,-1.7308523007873395
3.8445861211828293e-08,2.302367573886716,-1.7308789858121598
3.88762734096654e-08,2.302367573687272,-1.7309047894361047
3.930668560750251e-08,2.302367573494344,-1.7309297500527325
3.973709780533962e-08,2.302367573307651,-1.730953903987627
4.016751000317672e-08,2.302367573126927,-1.730977285630635
4.059792220101383e-08,2.3023675729519204,-1.7309999275583432
4.145874659668804e-08,2.302367572618118,-1.7310431141770384
4.2319570992362254e-08,2.302367572304477,-1.7310836923099964
4.318039538803647e-08,2.3023675720094063,-1.7311218678757065
4.404121978371069e-08,2.302367571731468,-1.7311578268670726
4.4902044179384904e-08,2.302367571469362,-1.7311917376211223
4.5762868575059114e-08,2.3023675712219065,-1.7312237527927141
4.6623692970733323e-08,2.3023675709880314,-1.7312540110755525
4.748451736640754e-08,2.3023675707667595,-1.731282638706817
4.8345341762081756e-08,2.3023675705572018,-1.73130975078595
4.9206166157755966e-08,2.302367570358546,-1.731335452433383
5.0066990553430176e-08,2.3023675701700483,-1.73135983981102
5.092781494910439e-08,2.3023675699910284,-1.7313830010230142
5.178863934477861e-08,2.3023675698208605,-1.7314050169126227
5.264946374045282e-08,2.3023675696589714,-1.7314259617686127
5.351028813612703e-08,2.3023675695048325,-1.7314459039527723
5.4371112531801245e-08,2.302367569357956,-1.7314649064584322
5.523193692747546e-08,2.3023675692178935,-1.731483027408536
5.609276132314967e-08,2.3023675690842302,-1.7315003205006212
5.695358571882388e-08,2.3023675689565812,-1.7315168354050792
5.78144101144981e-08,2.3023675688345917,-1.7315326181222224
5.8675234510172314e-08,2.302367568717932,-1.7315477113029514
5.953605890584653e-08,2.302367568606296,-1.731562154537206
6.039688330152075e-08,2.302367568499399,-1.731575984613844
6.125770769719496e-08,2.302367568396977,-1.73158923575514
6.211853209286917e-08,2.302367568298783,-1.7316019398286935
6.297935648854338e-08,2.3023675682045885,-1.7316141265392058
6.38401808842176e-08,2.302367568114178,-1.7316258236022755
6.470100527989182e-08,2.3023675680273525,-1.731637056902119
6.556182967556603e-08,2.3023675679439246,-1.7316478506348907
6.642265407124025e-08,2.302367567863719,-1.7316582274390855
6.728347846691447e-08,2.3023675677865723,-1.73166820851434
6.814430286258867e-08,2.3023675677123308,-1.7316778137297955
6.900512725826287e-08,2.30236756764085,-1.7316870617230555
6.986595165393709e-08,2.3023675675719955,-1.731695969990665
7.07267760496113e-08,2.302367567505639,-1.7317045549709262
7.158760044528552e-08,2.302367567441663,-1.7317128321197863
7.244842484095974e-08,2.302367567379953,-1.7317208159804518
7.330924923663395e-08,2.3023675673204043,-1.7317285202473138
7.417007363230817e-08,2.302367567262917,-1.7317359578247116
7.503089802798237e-08,2.302367567207397,-1.7317431408810025
7.589172242365659e-08,2.3023675671537553,-1.7317500808983648
7.675254681933081e-08,2.302367567101909,-1.731756788718712
7.761337121500502e-08,2.3023675670517774,-1.7317632745860627
7.847419561067924e-08,2.302367567003287,-1.7317695481856743
7.933502000635346e-08,2.302367566956366,-1.7317756186802216
8.019584440202767e-08,2.3023675669109482,-1.7317814947432715
8.19174931933761e-08,2.3023675668243704,-1.731792696006286
8.363914198472453e-08,2.3023675667430834,-1.7318032127050762
8.536079077607296e-08,2.3023675666666654,-1.7318130995069
8.708243956742139e-08,2.3023675665947345,-1.731822405729044
8.880408835876981e-08,2.302367566526947,-1.731831175955026
9.052573715011823e-08,2.3023675664629897,-1.731839450569563
9.224738594146665e-08,2.3023675664025802,-1.7318472662243052
9.396903473281508e-08,2.3023675663454606,-1.7318546562444017
9.569068352416352e-08,2.302367566291396,-1.7318616509843252
9.741233231551195e-08,2.302367566240173,-1.731868278140075
9.913398110686038e-08,2.3023675661915948,-1.7318745630237566
1.0085562989820882e-07,2.3023675661454837,-1.7318805288056385
1.0257727868955725e-07,2.3023675661016743,-1.7318861967280101
1.0429892748090567e-07,2.302367566060017,-1.7318915862945383
1.05590164074417e-07,2.3023675660301017,-1.7318954566410971
1.0688140066792832e-07,2.3023675660012644,-1.7318991875634884
1.0817263726143964e-07,2.3023675659734533,-1.7319027856789388
1.0946387385495095e-07,2.302367565946621,-1.731906257216706
1.1075511044846227e-07,2.3023675659207212,-1.7319096080450598
1.1204634704197359e-07,2.302367565895712,-1.7319128436960953
1.1333758363548491e-07,2.3023675658715526,-1.7319159693885826
1.1462882022899623e-07,2.302367565848205,-1.7319189900490224
1.1592005682250754e-07,2.3023675658256333,-1.7319219103310701
1.1721129341601886e-07,2.302367565803803,-1.7319247346334712
1.1850253000953018e-07,2.302367565782683,-1.7319274671166331
1.197937666030415e-07,2.302367565762242,-1.731930111717958
1.2108500319655282e-07,2.3023675657424514,-1.7319326721660324
1.2237623979006414e-07,2.302367565723284,-1.731935151993779
1.249587129770868e-07,2.302367565686717,-1.7319398830135198
1.2754118616410946e-07,2.302367565652348,-1.7319443295697214
1.301236593511321e-07,2.302367565620005,-1.7319485140189415
1.3270613253815473e-07,2.302367565589532,-1.7319524565638182
1.3528860572517737e-07,2.302367565560787,-1.7319561754973762
1.378710789122e-07,2.3023675655336424,-1.7319596874156031
1.4045355209922264e-07,2.302367565507981,-1.7319630074029246
1.4303602528624528e-07,2.3023675654836975,-1.7319661491944518
1.4561849847326791e-07,2.302367565460694,-1.7319691253182679
1.4820097166029055e-07,2.3023675654388827,-1.7319719472205142
1.5078344484731319e-07,2.3023675654181823,-1.7319746253756092
1.5336591803433582e-07,2.302367565398519,-1.7319771693835873
1.5594839122135849e-07,2.302367565379824,-1.7319795880562474
1.5853086440838112e-07,2.3023675653620357,-1.7319818894935626
1.6111333759540376e-07,2.302367565345096,-1.7319840811515825
1.636958107824264e-07,2.302367565328951,-1.7319861699028996
1.6627828396944903e-07,2.302367565313553,-1.7319881620905915
1.688607571564717e-07,2.3023675652988556,-1.7319900635764354
1.7144323034349433e-07,2.302367565284818,-1.7319918797840756
1.7402570353051697e-07,2.3023675652714,-1.7319936157377418
1.7660817671753963e-07,2.3023675652585665,-1.7319952760970325
1.7919064990456226e-07,2.302367565246284,-1.7319968651882167
1.817731230915849e-07,2.3023675652345212,-1.7319983870324431
1.8435559627860754e-07,2.3023675652232494,-1.731999845371204
1.8693806946563017e-07,2.302367565212441,-1.7320012436893535
1.8952054265265284e-07,2.302367565202072,-1.732002585235946
1.9210301583967547e-07,2.3023675651921183,-1.7320038730431255
1.946854890266981e-07,2.302367565182558,-1.7320051099432752
1.9726796221372074e-07,2.3023675651733706,-1.7320062985846025
1.9985043540074338e-07,2.3023675651645368,-1.732007441445328
2.0243290858776602e-07,2.302367565156039,-1.7320085408466104
2.0501538177478865e-07,2.302367565147861,-1.7320095989643438
2.075978549618113e-07,2.3023675651399858,-1.732010617839931
2.1018032814883392e-07,2.302367565132399,-1.732011599390137
2.1276280133585656e-07,2.3023675651250866,-1.732012545416111
2.153452745228792e-07,2.302367565118036,-1.7320134576116542
2.1792774770990186e-07,2.3023675651112345,-1.7320143375708075
2.205102208969245e-07,2.302367565104671,-1.7320151867948197
2.2309269408394713e-07,2.3023675650983333,-1.7320160066985548
2.2567516727096977e-07,2.3023675650922124,-1.7320167986163895
2.282576404579924e-07,2.302367565086298,-1.7320175638076443
2.3084011364501507e-07,2.302367565080581,-1.732018303461595
2.334225868320377e-07,2.302367565075053,-1.7320190187020956
2.3600506001906034e-07,2.302367565069705,-1.7320197105918491
2.38587533206083e-07,2.3023675650645297,-1.7320203801363587
2.411700063931056e-07,2.30236756505952,-1.7320210282875819
2.437524795801283e-07,2.3023675650546687,-1.7320216559473163
2.489174259541736e-07,2.302367565045415,-1.7320228531672106
2.5408237232821885e-07,2.30236756503672,-1.7320239781210944
2.592473187022641e-07,2.3023675650285393,-1.7320250365101826
2.644122650763094e-07,2.3023675650208335,-1.732026033484355
2.695772114503547e-07,2.302367565013566,-1.732026973704922
2.747421578244e-07,2.302367565006705,-1.7320278613992075
2.7990710419844526e-07,2.3023675650002198,-1.7320287004081478
2.8507205057249053e-07,2.3023675649940842,-1.7320294942279106
2.902369969465358e-07,2.3023675649882733,-1.7320302460463752
2.954019433205811e-07,2.3023675649827644,-1.7320309587751872
3.0056688969462635e-07,2.302367564977537,-1.7320316350779927
3.057318360686717e-07,2.302367564972572,-1.7320322773953607
3.1089678244271695e-07,2.3023675649678528,-1.7320328879668319
3.1477049222325093e-07,2.302367564964465,-1.7320333263065757
3.1864420200378486e-07,2.3023675649611994,-1.7320337487572013
3.225179117843188e-07,2.3023675649580513,-1.7320341560774721
3.2639162156485277e-07,2.3023675649550146,-1.7320345489813942
3.3026533134538675e-07,2.3023675649520836,-1.7320349281413472
3.3413904112592073e-07,2.3023675649492543,-1.7320352941909631
3.380127509064547e-07,2.302367564946522,-1.732035647727776
3.4188646068698864e-07,2.3023675649438817,-1.7320359893156605
3.4576017046752256e-07,2.3023675649413295,-1.7320363194870831
3.4963388024805654e-07,2.302367564938862,-1.7320366387451773
3.535075900285905e-07,2.302367564936475,-1.732036947565662
3.573812998091245e-07,2.302367564934165,-1.7320372463986156
3.612550095896585e-07,2.3023675649319295,-1.7320375356701143
3.651287193701924e-07,2.302367564929764,-1.7320378157837542
3.728761389312603e-07,2.302367564925635,-1.7320383500477383
3.8062355849232823e-07,2.302367564921755,-1.7320388520208128
3.8837097805339614e-07,2.302367564918105,-1.7320393242537198
3.961183976144641e-07,2.302367564914667,-1.7320397690502254
4.03865817175532e-07,2.302367564911425,-1.7320401884952685
4.116132367365999e-07,2.3023675649083644,-1.7320405844794384
4.1936065629766783e-07,2.3023675649054716,-1.7320409587203165
4.2710807585873574e-07,2.302367564902735,-1.732041312781132
4.3485549541980364e-07,2.3023675649001434,-1.7320416480871133
4.4260291498087155e-07,2.3023675648976867,-1.7320419659398525
4.503503345419395e-07,2.302367564895355,-1.7320422675299572
4.580977541030075e-07,2.3023675648931414,-1.7320425539482145
4.658451736640754e-07,2.3023675648910373,-1.7320428261954688
4.735925932251433e-07,2.3023675648890354,-1.7320430851913766
4.813400127862113e-07,2.3023675648871293,-1.732043331782183
4.890874323472791e-07,2.3023675648853135,-1.732043566747644
4.968348519083471e-07,2.3023675648835815,-1.7320437908071966
5.04582271469415e-07,2.302367564881929,-1.7320440046254748
5.12329691030483e-07,2.3023675648803508,-1.732044208817242
5.20077110591551e-07,2.302367564878842,-1.732044403951816
5.278245301526188e-07,2.3023675648774,-1.7320445905570407
5.355719497136867e-07,2.30236756487602,-1.7320447691228609
5.433193692747546e-07,2.3023675648746984,-1.73204494010454
5.510667888358226e-07,2.302367564873432,-1.7320451039255655
5.588142083968904e-07,2.302367564872218,-1.7320452609802743
5.665616279579583e-07,2.3023675648710538,-1.7320454116362265
5.743090475190263e-07,2.302367564869936,-1.7320455562363586
5.820564670800942e-07,2.3023675648688626,-1.7320456951009375
5.898038866411622e-07,2.3023675648678315,-1.7320458285293345
5.975513062022301e-07,2.30236756486684,-1.73204595680164
6.052987257632981e-07,2.3023675648658863,-1.7320460801801356
6.130461453243661e-07,2.3023675648649684,-1.7320461989106348
6.207935648854339e-07,2.302367564864085,-1.7320463132237092
6.285409844465018e-07,2.302367564863234,-1.7320464233358084
6.362884040075697e-07,2.3023675648624136,-1.7320465294502847
6.440358235686377e-07,2.302367564861623,-1.732046631758334
6.517832431297056e-07,2.30236756486086,-1.7320467304398566
6.595306626907734e-07,2.3023675648601243,-1.732046825664249
6.672780822518414e-07,2.3023675648594137,-1.7320469175911313
6.750255018129093e-07,2.3023675648587276,-1.7320470063710163
6.827729213739772e-07,2.3023675648580646,-1.7320470921459261
6.90520340935045e-07,2.3023675648574238,-1.732047175049961
6.98267760496113e-07,2.3023675648568043,-1.7320472552098234
7.06015180057181e-07,2.3023675648562048,-1.7320473327453016
7.137625996182488e-07,2.3023675648556248,-1.7320474077697192
7.215100191793167e-07,2.3023675648550634,-1.7320474803903474
7.292574387403846e-07,2.30236756485452,-1.7320475507087907
7.447522778625206e-07,2.3023675648534834,-1.7320476848192956
7.602471169846565e-07,2.3023675648525095,-1.7320478108136117
7.757419561067923e-07,2.3023675648515938,-1.732047929333676
7.912367952289281e-07,2.302367564850731,-1.732048040959191
8.067316343510639e-07,2.3023675648499173,-1.7320481462147288
8.222264734731998e-07,2.302367564849149,-1.7320482455759036
8.377213125953357e-07,2.3023675648484234,-1.7320483394747548
8.532161517174716e-07,2.302367564847737,-1.7320484283044506
8.687109908396074e-07,2.3023675648470867,-1.7320485124234115
8.842058299617432e-07,2.3023675648464703,-1.732048592158931
8.997006690838791e-07,2.302367564845886,-1.732048667810363
9.151955082060149e-07,2.3023675648453303,-1.7320487396519377
9.306903473281508e-07,2.3023675648448028,-1.732048807935248
9.423114766697526e-07,2.302367564844424,-1.7320488569523917
9.539326060113545e-07,2.3023675648440585,-1.73204890418904
9.655537353529562e-07,2.3023675648437067,-1.7320489497303924
9.771748646945581e-07,2.302367564843367,-1.7320489936566135
9.8879599403616e-07,2.3023675648430393,-1.7320490360431848
1.000417123377762e-06,2.302367564842723,-1.7320490769612291
1.012038252719364e-06,2.302367564842418,-1.7320491164778091
1.0236593820609657e-06,2.3023675648421227,-1.7320491546562033
1.0352805114025674e-06,2.3023675648418376,-1.732049191556158
